State,District,district_id,dmi_equal_weights,dmi_expert_weights,dmi_category_weights,rank_equal,rank_expert,rank_category,quintile_equal,quintile_expert,quintile_category
ANDHRA PRADESH,Mahbubnagar,ANDHRA_PRADESH_Mahbubnagar,0.0940653279935781,0.5755258597156058,0.18391494634112973,333,245,234,Moderate Deprivation,High Deprivation,High Deprivation
ANDHRA PRADESH,Medak,ANDHRA_PRADESH_Medak,0.6098482110217973,1.0170569845889526,0.30443975540974777,232,169,153,High Deprivation,High Deprivation,High Deprivation
ANDHRA PRADESH,Nalgonda,ANDHRA_PRADESH_Nalgonda,0.5605805211674172,0.8673573672242545,0.27365921668903403,242,194,176,High Deprivation,High Deprivation,High Deprivation
ANDHRA PRADESH,Nizamabad,ANDHRA_PRADESH_Nizamabad,0.5898951972911409,0.9565610960071943,0.28706124851912174,238,180,168,High Deprivation,High Deprivation,High Deprivation
ANDHRA PRADESH,Prakasam,ANDHRA_PRADESH_Prakasam,0.3776961231747376,0.6378380420895651,0.16770113526029912,273,233,245,Moderate Deprivation,High Deprivation,High Deprivation
ANDHRA PRADESH,Rangareddy,ANDHRA_PRADESH_Rangareddy,4.268507767289969,4.741985165244829,0.9825978225515688,17,16,14,Most Deprived,Most Deprived,Most Deprived
ANDHRA PRADESH,Sri Potti Sriramulu Nellore,ANDHRA_PRADESH_Sri_Potti_Sriramulu_Nellore,0.75371478687253,0.9174034863364494,0.27522816528960586,205,184,174,High Deprivation,High Deprivation,High Deprivation
ANDHRA PRADESH,Srikakulam,ANDHRA_PRADESH_Srikakulam,-0.171924791318469,-0.04943370550140179,-0.03993557757574598,384,365,375,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
ANDHRA PRADESH,Visakhapatnam,ANDHRA_PRADESH_Visakhapatnam,1.7058275844950344,1.9995174111367537,0.42641095950962093,92,72,97,Most Deprived,Most Deprived,Most Deprived
ANDHRA PRADESH,Vizianagaram,ANDHRA_PRADESH_Vizianagaram,0.043182516494609004,0.27964775369389444,0.046646284797137096,344,299,317,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
ANDHRA PRADESH,Warangal,ANDHRA_PRADESH_Warangal,0.8460906814279667,1.1446253435679181,0.33145337114949003,188,147,138,High Deprivation,High Deprivation,High Deprivation
ANDHRA PRADESH,West Godavari,ANDHRA_PRADESH_West_Godavari,1.3401726082783278,1.5024498422335042,0.5202018488189867,126,112,71,Most Deprived,Most Deprived,Most Deprived
ANDHRA PRADESH,Y.S.R.,ANDHRA_PRADESH_Y.S.R.,0.7760104443532384,1.0741737441984665,0.33595726673265885,202,156,135,High Deprivation,High Deprivation,High Deprivation
ARUNACHAL PRADESH,Anjaw,ARUNACHAL_PRADESH_Anjaw,-0.6967273685575869,-0.36106018773300835,-0.12847644152974658,482,418,421,Low Deprivation,Low Deprivation,Low Deprivation
ARUNACHAL PRADESH,Changlang,ARUNACHAL_PRADESH_Changlang,-0.42704542848740124,-0.12354803936512229,-0.03049183756384725,426,378,372,Low Deprivation,Moderate Deprivation,Moderate Deprivation
ARUNACHAL PRADESH,Dibang Valley,ARUNACHAL_PRADESH_Dibang_Valley,0.16030657226970624,0.37802020657437135,0.07473147967640241,320,280,304,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
ARUNACHAL PRADESH,East Kameng,ARUNACHAL_PRADESH_East_Kameng,-0.37682807208254687,-0.13875667834602312,-0.07042253734639493,418,381,391,Low Deprivation,Moderate Deprivation,Low Deprivation
ARUNACHAL PRADESH,East Siang,ARUNACHAL_PRADESH_East_Siang,0.6140559663530322,0.6669783820817446,0.1749543709461524,231,227,242,High Deprivation,High Deprivation,High Deprivation
ARUNACHAL PRADESH,Kurung Kumey,ARUNACHAL_PRADESH_Kurung_Kumey,-1.1973540879209597,-0.9060088754633029,-0.2929315938352963,592,521,516,Least Deprived,Least Deprived,Least Deprived
ARUNACHAL PRADESH,Lohit,ARUNACHAL_PRADESH_Lohit,-0.1718783236988613,-0.09179230162781762,-0.05982336935495638,383,372,385,Moderate Deprivation,Moderate Deprivation,Low Deprivation
ARUNACHAL PRADESH,Lower Dibang Valley,ARUNACHAL_PRADESH_Lower_Dibang_Valley,0.2683399230279837,0.3792917518171597,0.07652635971014612,295,279,303,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
ARUNACHAL PRADESH,Lower Subansiri,ARUNACHAL_PRADESH_Lower_Subansiri,0.6642642160726161,0.7278311033799604,0.2518162524444514,221,216,192,High Deprivation,High Deprivation,High Deprivation
ARUNACHAL PRADESH,Papum Pare,ARUNACHAL_PRADESH_Papum_Pare,2.5165679895314965,2.6630510073460925,0.5499273902279511,53,49,61,Most Deprived,Most Deprived,Most Deprived
ARUNACHAL PRADESH,Tawang,ARUNACHAL_PRADESH_Tawang,0.6083709015502864,1.172814734858267,0.31278644399497685,233,145,146,High Deprivation,High Deprivation,High Deprivation
ARUNACHAL PRADESH,Tirap,ARUNACHAL_PRADESH_Tirap,0.019543243382076254,0.6753964545637813,0.2443648169313164,349,223,199,Moderate Deprivation,High Deprivation,High Deprivation
ARUNACHAL PRADESH,Upper Siang,ARUNACHAL_PRADESH_Upper_Siang,0.28910441088241695,0.6959170615402076,0.21020829558992218,292,221,222,Moderate Deprivation,High Deprivation,High Deprivation
ARUNACHAL PRADESH,Upper Subansiri,ARUNACHAL_PRADESH_Upper_Subansiri,-0.04272414514552593,0.127361178143522,0.03433001351174692,356,329,327,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
ARUNACHAL PRADESH,West Kameng,ARUNACHAL_PRADESH_West_Kameng,0.615664400812421,0.9074471745385445,0.2226903897295164,229,186,215,High Deprivation,High Deprivation,High Deprivation
ARUNACHAL PRADESH,West Siang,ARUNACHAL_PRADESH_West_Siang,0.4892439953155671,0.7343468414148407,0.22065882312453564,257,215,216,Moderate Deprivation,High Deprivation,High Deprivation
ASSAM,Baksa,ASSAM_Baksa,-0.9250513572076106,-1.14114821062822,-0.34488553406867023,531,575,549,Least Deprived,Least Deprived,Least Deprived
ASSAM,Barpeta,ASSAM_Barpeta,-0.8975170161261223,-0.882831771078689,-0.25174701876784905,520,514,491,Least Deprived,Least Deprived,Low Deprivation
ASSAM,Bongaigaon,ASSAM_Bongaigaon,-0.40998825905916453,-0.5091868260308237,-0.18940907940131055,421,446,457,Low Deprivation,Low Deprivation,Low Deprivation
ASSAM,Cachar,ASSAM_Cachar,0.3737752317080337,0.3064292295071661,0.14573850668018304,275,294,261,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
ASSAM,Chirang,ASSAM_Chirang,-1.0294786932465771,-1.1247301896002313,-0.3765147215461635,557,570,580,Least Deprived,Least Deprived,Least Deprived
ASSAM,Darrang,ASSAM_Darrang,-1.1031918866830226,-1.146492338180948,-0.34244832503853956,570,577,544,Least Deprived,Least Deprived,Least Deprived
ASSAM,Dhemaji,ASSAM_Dhemaji,-0.6953659563673724,-0.9333613790857183,-0.3206218849321769,481,527,530,Low Deprivation,Least Deprived,Least Deprived
ASSAM,Dhubri,ASSAM_Dhubri,-1.2227977059259691,-1.1561779660112255,-0.36140900082619165,595,581,569,Least Deprived,Least Deprived,Least Deprived
ASSAM,Dibrugarh,ASSAM_Dibrugarh,0.6589361796136438,0.5746592064774722,0.09332848950311073,222,246,291,High Deprivation,High Deprivation,Moderate Deprivation
ASSAM,Dima Hasao,ASSAM_Dima_Hasao,0.28594324089320616,0.1922500549906313,0.0336886694681463,293,312,329,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
ASSAM,Goalpara,ASSAM_Goalpara,-0.6176056977935841,-0.635683770483371,-0.17046595713362842,464,468,446,Low Deprivation,Low Deprivation,Low Deprivation
ASSAM,Golaghat,ASSAM_Golaghat,-0.0019226378076554682,-0.22340605754146392,-0.07241878416743912,352,392,393,Moderate Deprivation,Low Deprivation,Low Deprivation
ASSAM,Hailakandi,ASSAM_Hailakandi,-0.38853650174855986,-0.4256932850558412,-0.04160042403657902,419,431,376,Low Deprivation,Low Deprivation,Moderate Deprivation
ASSAM,Jorhat,ASSAM_Jorhat,0.61664951242913,0.34503838745910254,0.05331142591225415,228,286,313,High Deprivation,Moderate Deprivation,Moderate Deprivation
ASSAM,Kamrup,ASSAM_Kamrup,-0.20939054069506438,-0.4198333614274374,-0.13417610412502726,391,429,428,Low Deprivation,Low Deprivation,Low Deprivation
ASSAM,Kamrup Metropolitan,ASSAM_Kamrup_Metropolitan,3.6429211397591246,3.5687575400949503,0.6700539774137919,27,31,39,Most Deprived,Most Deprived,Most Deprived
ASSAM,Karbi Anglong,ASSAM_Karbi_Anglong,-0.5645931953736906,-0.6445492533115541,-0.21495537291001063,456,471,466,Low Deprivation,Low Deprivation,Low Deprivation
ASSAM,Karimganj,ASSAM_Karimganj,-0.24286684100594602,-0.3483161422192317,-0.020811456976575587,394,416,365,Low Deprivation,Low Deprivation,Moderate Deprivation
ASSAM,Kokrajhar,ASSAM_Kokrajhar,-0.970380676526378,-1.0695827771151394,-0.34487823537372164,542,557,548,Least Deprived,Least Deprived,Least Deprived
ASSAM,Lakhimpur,ASSAM_Lakhimpur,-0.4413713870083589,-0.7150170373792323,-0.21878739808576736,429,482,471,Low Deprivation,Low Deprivation,Low Deprivation
ASSAM,Morigaon,ASSAM_Morigaon,-0.7315488290428255,-0.8098487280487167,-0.23228395166926413,494,504,481,Low Deprivation,Low Deprivation,Low Deprivation
ASSAM,Nagaon,ASSAM_Nagaon,-0.4122900708352184,-0.5165604864912466,-0.1311621488190044,422,448,424,Low Deprivation,Low Deprivation,Low Deprivation
ASSAM,Nalbari,ASSAM_Nalbari,-0.24379359387517038,-0.530404326528034,-0.13366328826273832,395,453,427,Low Deprivation,Low Deprivation,Low Deprivation
ASSAM,Sivasagar,ASSAM_Sivasagar,0.19826701420654136,-0.06598844191204865,-0.02452243337508333,312,368,368,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
ASSAM,Sonitpur,ASSAM_Sonitpur,-0.461691514869053,-0.5028688217843834,-0.17346171527337934,435,444,447,Low Deprivation,Low Deprivation,Low Deprivation
ASSAM,Tinsukia,ASSAM_Tinsukia,0.24844935228787118,0.3102528822493307,0.04831638609694072,299,293,316,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
ASSAM,Udalguri,ASSAM_Udalguri,-0.899898503563825,-1.007476222750396,-0.31390353519939707,521,541,526,Least Deprived,Least Deprived,Least Deprived
BIHAR,Araria,BIHAR_Araria,-1.7010950233282518,-1.612968760396413,-0.5569258908621695,636,637,639,Least Deprived,Least Deprived,Least Deprived
BIHAR,Arwal,BIHAR_Arwal,-1.4307048237493922,-1.5700343452175107,-0.4885320623784877,613,635,624,Least Deprived,Least Deprived,Least Deprived
BIHAR,Aurangabad,BIHAR_Aurangabad,-1.1839892480469103,-1.3601584706507888,-0.4270669708574925,591,614,600,Least Deprived,Least Deprived,Least Deprived
BIHAR,Banka,BIHAR_Banka,-1.4977090438306693,-1.4611152735737052,-0.48344250093187835,622,622,621,Least Deprived,Least Deprived,Least Deprived
BIHAR,Begusarai,BIHAR_Begusarai,-1.0766987349688426,-1.0804870323637836,-0.3598604973225972,565,560,567,Least Deprived,Least Deprived,Least Deprived
BIHAR,Bhagalpur,BIHAR_Bhagalpur,-0.7774468526730242,-0.6995337094452446,-0.25637646847232204,499,481,493,Low Deprivation,Low Deprivation,Low Deprivation
BIHAR,Bhojpur,BIHAR_Bhojpur,-1.0134310377342044,-1.1546946569150207,-0.37602515931650793,554,580,579,Least Deprived,Least Deprived,Least Deprived
BIHAR,Buxar,BIHAR_Buxar,-1.1066970747735445,-1.256601227262947,-0.3933762601305021,571,601,590,Least Deprived,Least Deprived,Least Deprived
BIHAR,Darbhanga,BIHAR_Darbhanga,-1.4533079197658494,-1.3563681782129526,-0.4501383896831577,616,613,612,Least Deprived,Least Deprived,Least Deprived
BIHAR,Gaya,BIHAR_Gaya,-0.9846571513938277,-0.9984632580508339,-0.36631616697569047,548,537,575,Least Deprived,Least Deprived,Least Deprived
BIHAR,Gopalganj,BIHAR_Gopalganj,-1.3190139720282097,-1.4445704165583912,-0.4455418954734372,604,619,610,Least Deprived,Least Deprived,Least Deprived
BIHAR,Jamui,BIHAR_Jamui,-1.3340050312878606,-1.3075479423121064,-0.465693991879987,610,608,616,Least Deprived,Least Deprived,Least Deprived
BIHAR,Jehanabad,BIHAR_Jehanabad,-1.1370764761113605,-1.2093284511975069,-0.3877664396368043,582,595,587,Least Deprived,Least Deprived,Least Deprived
BIHAR,Kaimur (Bhabua),BIHAR_Kaimur_(Bhabua),-1.2997498823991633,-1.454957100024331,-0.4452329209111908,603,621,609,Least Deprived,Least Deprived,Least Deprived
BIHAR,Katihar,BIHAR_Katihar,-1.658001757880662,-1.5324097256227744,-0.5156463606661653,633,631,633,Least Deprived,Least Deprived,Least Deprived
BIHAR,Khagaria,BIHAR_Khagaria,-1.5370372651865247,-1.4709515163511881,-0.47045034212952297,625,625,617,Least Deprived,Least Deprived,Least Deprived
BIHAR,Kishanganj,BIHAR_Kishanganj,-1.7175802762550128,-1.662628651102773,-0.5358148548958895,637,640,637,Least Deprived,Least Deprived,Least Deprived
BIHAR,Lakhisarai,BIHAR_Lakhisarai,-1.120675453471363,-1.0706968164229453,-0.34627488785062444,577,558,551,Least Deprived,Least Deprived,Least Deprived
BIHAR,Madhepura,BIHAR_Madhepura,-1.7476562971523693,-1.630278203751374,-0.5587189512880124,639,638,640,Least Deprived,Least Deprived,Least Deprived
BIHAR,Madhubani,BIHAR_Madhubani,-1.4826494664435805,-1.446568987886145,-0.47997309636273766,619,620,620,Least Deprived,Least Deprived,Least Deprived
BIHAR,Munger,BIHAR_Munger,-0.4496537888561133,-0.48380529847733356,-0.1849159785963919,431,442,455,Low Deprivation,Low Deprivation,Low Deprivation
BIHAR,Muzaffarpur,BIHAR_Muzaffarpur,-1.071164544512427,-1.0835559447420549,-0.3660389910130337,562,561,573,Least Deprived,Least Deprived,Least Deprived
BIHAR,Nalanda,BIHAR_Nalanda,-0.9766821408685701,-0.969386128550726,-0.3392834247065926,545,533,541,Least Deprived,Least Deprived,Least Deprived
BIHAR,Nawada,BIHAR_Nawada,-1.3570781275946788,-1.3519405726850817,-0.45908687706767587,611,612,614,Least Deprived,Least Deprived,Least Deprived
BIHAR,Pashchim Champaran,BIHAR_Pashchim_Champaran,-1.557084726612328,-1.47780298746483,-0.5162428958681406,626,628,634,Least Deprived,Least Deprived,Least Deprived
BIHAR,Patna,BIHAR_Patna,0.8858830379368678,1.034096331044076,0.13468746888499178,183,166,269,High Deprivation,High Deprivation,Moderate Deprivation
BIHAR,Purba Champaran,BIHAR_Purba_Champaran,-1.565851092120189,-1.4823581089292392,-0.5104893145876438,627,629,630,Least Deprived,Least Deprived,Least Deprived
BIHAR,Purnia,BIHAR_Purnia,-1.616943013725346,-1.4654374397825993,-0.5154326165020598,631,623,632,Least Deprived,Least Deprived,Least Deprived
BIHAR,Rohtas,BIHAR_Rohtas,-0.8751250319571247,-1.060144024727582,-0.33346048043339804,515,555,535,Least Deprived,Least Deprived,Least Deprived
BIHAR,Saharsa,BIHAR_Saharsa,-1.6900355928430075,-1.5545203517403121,-0.5256712459082814,634,633,636,Least Deprived,Least Deprived,Least Deprived
BIHAR,Samastipur,BIHAR_Samastipur,-1.514327781638074,-1.5543268884503165,-0.4920334513146601,624,632,625,Least Deprived,Least Deprived,Least Deprived
BIHAR,Saran,BIHAR_Saran,-1.3311117501498988,-1.4377077754938414,-0.43782524304000825,607,618,605,Least Deprived,Least Deprived,Least Deprived
BIHAR,Sheikhpura,BIHAR_Sheikhpura,-1.115834079321317,-1.116425155375991,-0.37735876616600966,574,567,582,Least Deprived,Least Deprived,Least Deprived
BIHAR,Sheohar,BIHAR_Sheohar,-1.7352201318105056,-1.6368145048833362,-0.522929507681232,638,639,635,Least Deprived,Least Deprived,Least Deprived
BIHAR,Sitamarhi,BIHAR_Sitamarhi,-1.7009407555153258,-1.5595100029993898,-0.5141258679356672,635,634,631,Least Deprived,Least Deprived,Least Deprived
BIHAR,Siwan,BIHAR_Siwan,-1.2681014699148816,-1.4764156916718931,-0.4417777290969472,599,627,607,Least Deprived,Least Deprived,Least Deprived
BIHAR,Supaul,BIHAR_Supaul,-1.6216144883906403,-1.5842095034091015,-0.5363557851614508,632,636,638,Least Deprived,Least Deprived,Least Deprived
BIHAR,Vaishali,BIHAR_Vaishali,-1.2475779955647348,-1.3515643414702105,-0.41912921338958986,597,611,598,Least Deprived,Least Deprived,Least Deprived
CHANDIGARH,Chandigarh,CHANDIGARH_Chandigarh,6.372127469232123,6.863787672951827,1.3260528938169094,5,4,4,Most Deprived,Most Deprived,Most Deprived
CHHATTISGARH,Bastar,CHHATTISGARH_Bastar,-0.7308112637638536,-0.513010718386849,-0.224754166115347,493,447,476,Low Deprivation,Low Deprivation,Low Deprivation
CHHATTISGARH,Bijapur,CHHATTISGARH_Bijapur,-1.4878206337621747,-1.1524330988730342,-0.47825461178910555,620,579,619,Least Deprived,Least Deprived,Least Deprived
CHHATTISGARH,Bilaspur,CHHATTISGARH_Bilaspur,0.15786249901886296,0.244897127204478,0.04406805538289888,322,303,320,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
CHHATTISGARH,Dakshin Bastar Dantewada,CHHATTISGARH_Dakshin_Bastar_Dantewada,-0.9169173942048587,-0.518875760738963,-0.3115903565349979,525,449,523,Least Deprived,Low Deprivation,Least Deprived
CHHATTISGARH,Dhamtari,CHHATTISGARH_Dhamtari,0.25400491304501727,0.13311904605659203,0.07459824342527409,297,326,305,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
CHHATTISGARH,Durg,CHHATTISGARH_Durg,0.8731433379964397,0.8028936107370352,0.17989067632127498,186,208,237,High Deprivation,High Deprivation,High Deprivation
CHHATTISGARH,Janjgir - Champa,CHHATTISGARH_Janjgir_-_Champa,-0.14160948897001033,-0.18112101239286632,-0.04269210734454483,375,388,377,Moderate Deprivation,Low Deprivation,Moderate Deprivation
CHHATTISGARH,Jashpur,CHHATTISGARH_Jashpur,-0.6182374030416107,-0.7435316722241858,-0.28111542859031635,465,486,507,Low Deprivation,Low Deprivation,Low Deprivation
CHHATTISGARH,Kabeerdham,CHHATTISGARH_Kabeerdham,-0.6624445087993963,-0.46641997692529086,-0.14754923255500987,475,437,435,Low Deprivation,Low Deprivation,Low Deprivation
CHHATTISGARH,Korba,CHHATTISGARH_Korba,0.32226053300137164,0.3379035194251862,0.030410128869217255,288,287,331,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
CHHATTISGARH,Koriya,CHHATTISGARH_Koriya,0.05272802264802935,0.03362980451798353,-0.07170103989369599,341,349,392,Moderate Deprivation,Moderate Deprivation,Low Deprivation
CHHATTISGARH,Mahasamund,CHHATTISGARH_Mahasamund,-0.3301481681245282,-0.39160752670724375,-0.09280586361290677,410,424,402,Low Deprivation,Low Deprivation,Low Deprivation
CHHATTISGARH,Narayanpur,CHHATTISGARH_Narayanpur,-1.0912539745606067,-0.8369196156672017,-0.3539573905403529,568,509,561,Least Deprived,Low Deprivation,Least Deprived
CHHATTISGARH,Raigarh,CHHATTISGARH_Raigarh,-0.04730592741218073,-0.10613312676001223,-0.020751170856508093,359,375,364,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
CHHATTISGARH,Raipur,CHHATTISGARH_Raipur,0.6649149408726882,0.6650767107261717,0.1214069252908486,220,229,275,High Deprivation,High Deprivation,Moderate Deprivation
CHHATTISGARH,Rajnandgaon,CHHATTISGARH_Rajnandgaon,0.15673115948054292,0.06660675434604413,0.027882800444195437,323,342,333,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
CHHATTISGARH,Surguja,CHHATTISGARH_Surguja,-0.7319447954080466,-0.6111838239395723,-0.22456960856669214,495,463,475,Low Deprivation,Low Deprivation,Low Deprivation
CHHATTISGARH,Uttar Bastar Kanker,CHHATTISGARH_Uttar_Bastar_Kanker,-0.3534072338340337,-0.4347537511268733,-0.1364466850000415,412,434,429,Low Deprivation,Low Deprivation,Low Deprivation
DADRA AND NAGAR HAVELI,Dadra And Nagar Haveli,DADRA_AND_NAGAR_HAVELI_Dadra_And_Nagar_Haveli,1.09246949811263,1.267532395955795,0.24304826901164195,154,135,202,High Deprivation,High Deprivation,High Deprivation
DAMAN AND DIU,Daman,DAMAN_AND_DIU_Daman,2.290944281508976,2.485819522833475,0.5673323622610082,61,55,58,Most Deprived,Most Deprived,Most Deprived
DAMAN AND DIU,Diu,DAMAN_AND_DIU_Diu,1.257321877513332,1.135568834131167,0.30070816220550667,134,150,158,High Deprivation,High Deprivation,High Deprivation
GOA,North Goa,GOA_North_Goa,3.390347000481595,3.2479127939045958,0.6208497436900698,32,35,47,Most Deprived,Most Deprived,Most Deprived
GOA,South Goa,GOA_South_Goa,3.3178677244368404,3.2440210925139095,0.6370854203442878,33,36,43,Most Deprived,Most Deprived,Most Deprived
GUJARAT,Ahmadabad,GUJARAT_Ahmadabad,3.247902858153789,3.3672753027922164,0.7212337945193908,36,34,31,Most Deprived,Most Deprived,Most Deprived
GUJARAT,Amreli,GUJARAT_Amreli,0.5369524720067202,0.5837065780346762,0.21482848695272186,248,241,219,High Deprivation,High Deprivation,High Deprivation
GUJARAT,Anand,GUJARAT_Anand,1.0865600146445151,0.9892575741726174,0.2932879829201526,156,174,163,High Deprivation,High Deprivation,High Deprivation
GUJARAT,Banas Kantha,GUJARAT_Banas_Kantha,-0.45460718981314907,-0.279590174112148,-0.06894609684375787,432,401,389,Low Deprivation,Low Deprivation,Low Deprivation
GUJARAT,Bharuch,GUJARAT_Bharuch,1.33303067305611,1.31644259759708,0.3622338719337188,128,129,125,Most Deprived,High Deprivation,Most Deprived
GUJARAT,Bhavnagar,GUJARAT_Bhavnagar,0.8940282361327685,1.017510364212115,0.29477580808887927,181,168,160,High Deprivation,High Deprivation,High Deprivation
GUJARAT,Dohad,GUJARAT_Dohad,-0.70635405903717,-0.4777054899896404,-0.18375980235577277,484,440,453,Low Deprivation,Low Deprivation,Low Deprivation
GUJARAT,Gandhinagar,GUJARAT_Gandhinagar,1.661920475019669,1.6389569132387336,0.409154595455848,95,99,104,Most Deprived,Most Deprived,Most Deprived
GUJARAT,Jamnagar,GUJARAT_Jamnagar,0.9401477501825596,1.0352793513640213,0.24936207632420865,176,165,194,High Deprivation,High Deprivation,High Deprivation
GUJARAT,Junagadh,GUJARAT_Junagadh,0.6758515963923746,0.7070036900045036,0.22929459861223372,216,218,210,High Deprivation,High Deprivation,High Deprivation
GUJARAT,Kachchh,GUJARAT_Kachchh,0.42745662784406735,0.6147654483656758,0.17025721453028303,264,237,243,Moderate Deprivation,High Deprivation,High Deprivation
GUJARAT,Kheda,GUJARAT_Kheda,0.5541616946921927,0.4266511073350384,0.16649715037743268,244,270,249,High Deprivation,Moderate Deprivation,High Deprivation
GUJARAT,Mahesana,GUJARAT_Mahesana,0.9502788867670082,0.8492706364196074,0.2730274078857726,174,199,177,High Deprivation,High Deprivation,High Deprivation
GUJARAT,Narmada,GUJARAT_Narmada,-0.1048959005522871,-0.14132974997693448,-0.025183448297835104,371,382,369,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
GUJARAT,Navsari,GUJARAT_Navsari,1.2982353575982395,1.135677151946887,0.30864647482111013,130,149,149,High Deprivation,High Deprivation,High Deprivation
GUJARAT,Panch Mahals,GUJARAT_Panch_Mahals,-0.07573039271169522,-0.003218077759500183,0.004366579288959834,367,355,346,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
GUJARAT,Patan,GUJARAT_Patan,0.23795248955413953,0.35448226992359494,0.14129112783881376,302,282,264,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
GUJARAT,Porbandar,GUJARAT_Porbandar,0.8287974723687777,0.8566102674145938,0.24409482666237156,189,198,200,High Deprivation,High Deprivation,High Deprivation
GUJARAT,Rajkot,GUJARAT_Rajkot,1.5902967883609411,1.616591763067962,0.4183129691401788,99,101,101,Most Deprived,Most Deprived,Most Deprived
GUJARAT,Sabar Kantha,GUJARAT_Sabar_Kantha,0.3120883700934979,0.3514162399771479,0.1361014284756204,289,284,268,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
GUJARAT,Surat,GUJARAT_Surat,2.487687522244249,2.5998677015592824,0.605120804737797,55,50,51,Most Deprived,Most Deprived,Most Deprived
GUJARAT,Surendranagar,GUJARAT_Surendranagar,0.2261660868936332,0.3115115229531411,0.10297697849337513,305,292,283,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
GUJARAT,Tapi,GUJARAT_Tapi,0.17047599807723637,0.1800006187294334,0.02752484152710555,315,315,334,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
GUJARAT,The Dangs,GUJARAT_The_Dangs,-0.2983639774002281,-0.4042069801351165,-0.10998533009027535,404,425,411,Low Deprivation,Low Deprivation,Low Deprivation
GUJARAT,Vadodara,GUJARAT_Vadodara,2.185062517351249,2.299950018332261,0.49246728616879704,64,60,75,Most Deprived,Most Deprived,Most Deprived
